timestamp;buyer;seller;symbol;currency;price;quantity
0;;;ASH_COATED_OSMIUM;XIRECS;9995.0;5
3600;;;ASH_COATED_OSMIUM;XIRECS;10009.0;2
4800;;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;2
5000;;;INTARIAN_PEPPER_ROOT;XIRECS;11998.0;3
9100;;;ASH_COATED_OSMIUM;XIRECS;9998.0;4
10000;;;ASH_COATED_OSMIUM;XIRECS;9994.0;5
12100;;;ASH_COATED_OSMIUM;XIRECS;9994.0;4
14000;;;ASH_COATED_OSMIUM;XIRECS;10011.0;3
15100;;;ASH_COATED_OSMIUM;XIRECS;10010.0;2
15100;;;ASH_COATED_OSMIUM;XIRECS;10010.0;5
18500;;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
23100;;;INTARIAN_PEPPER_ROOT;XIRECS;12019.0;3
24300;;;ASH_COATED_OSMIUM;XIRECS;9993.0;2
24600;;;ASH_COATED_OSMIUM;XIRECS;9992.0;3
30400;;;INTARIAN_PEPPER_ROOT;XIRECS;12037.0;5
32800;;;ASH_COATED_OSMIUM;XIRECS;9992.0;3
34000;;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
34400;;;INTARIAN_PEPPER_ROOT;XIRECS;12041.0;3
34500;;;ASH_COATED_OSMIUM;XIRECS;9993.0;6
35700;;;INTARIAN_PEPPER_ROOT;XIRECS;12039.0;2
35800;;;INTARIAN_PEPPER_ROOT;XIRECS;12032.0;7
36500;;;ASH_COATED_OSMIUM;XIRECS;10010.0;3
38400;;;ASH_COATED_OSMIUM;XIRECS;10009.0;3
38500;;;INTARIAN_PEPPER_ROOT;XIRECS;12032.0;5
39100;;;ASH_COATED_OSMIUM;XIRECS;10009.0;6
39900;;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
42800;;;INTARIAN_PEPPER_ROOT;XIRECS;12049.0;5
44700;;;INTARIAN_PEPPER_ROOT;XIRECS;12041.0;7
52600;;;INTARIAN_PEPPER_ROOT;XIRECS;12056.0;7
54600;;;ASH_COATED_OSMIUM;XIRECS;9988.0;6
57000;;;INTARIAN_PEPPER_ROOT;XIRECS;12067.0;3
59500;;;ASH_COATED_OSMIUM;XIRECS;10002.0;2
62000;;;ASH_COATED_OSMIUM;XIRECS;10005.0;2
63700;;;ASH_COATED_OSMIUM;XIRECS;9989.0;1
64300;;;INTARIAN_PEPPER_ROOT;XIRECS;12060.0;1
64900;;;ASH_COATED_OSMIUM;XIRECS;10004.0;4
67600;;;INTARIAN_PEPPER_ROOT;XIRECS;12071.0;3
71500;;;INTARIAN_PEPPER_ROOT;XIRECS;12067.0;2
73700;;;INTARIAN_PEPPER_ROOT;XIRECS;12067.0;3
76500;;;ASH_COATED_OSMIUM;XIRECS;10012.0;5
80200;;;INTARIAN_PEPPER_ROOT;XIRECS;12074.0;3
83700;;;ASH_COATED_OSMIUM;XIRECS;10005.0;1
84800;;;INTARIAN_PEPPER_ROOT;XIRECS;12088.0;5
85500;;;ASH_COATED_OSMIUM;XIRECS;9988.0;7
85700;;;ASH_COATED_OSMIUM;XIRECS;9995.0;2
85900;;;ASH_COATED_OSMIUM;XIRECS;9986.0;5
87400;;;INTARIAN_PEPPER_ROOT;XIRECS;12081.0;3
90800;;;ASH_COATED_OSMIUM;XIRECS;9995.0;4
91700;;;INTARIAN_PEPPER_ROOT;XIRECS;12088.0;5
92500;;;INTARIAN_PEPPER_ROOT;XIRECS;12099.0;6
95900;;;ASH_COATED_OSMIUM;XIRECS;10008.0;2
