product,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
GALAXY_SOUNDS_BLACK_HOLES,1.0,-0.008066705340669863,0.07430053712724835,-0.11709511682894862,0.46534589194941317,0.47893776448870834,-0.8586018644290404,-0.46516073690386844,0.5903446937271737,-0.8418525444606353,0.643955310181943,-0.009176546980628052,0.8853271795478017,-0.48194353574967735,-0.47361204146036673,0.20259842127391223,-0.5696008648126232,-0.6989503453423375,0.8121814965157856,0.03824308467454538,0.14328270523072942,0.5040039964044148,-0.8850039410192105,0.7768906266069342,-0.7440635400272868,0.8391011310368542,-0.7676372169189642,-0.7658528120874576,0.5475149458351453,-0.6984488821628881,0.7077332233704652,0.20619908127195094,0.5658786712449742,0.7683136709905265,0.6055256961355675,-0.6615888248930126,-0.68175147575587,-0.04293233883865852,0.735595927646439,0.47833350526126583,-0.41081264782859817,0.11717083317809687,0.3386203096869709,-0.7336443851333818,0.667793339790841,-0.7920437047999508,0.6850266846042061,0.3988301736627909,0.7489310512142336,-0.11218231189401923
GALAXY_SOUNDS_DARK_MATTER,-0.008066705340669863,1.0,0.43421141924060136,-0.02253352626720402,-0.015680856778319277,-0.615482814388869,0.042544282422061805,-0.441925519564972,0.3873329615444094,0.2504965358480733,-0.3889653429422404,-0.23866995097179114,-0.01327107869273897,0.1131745645015711,-0.24395441964927353,-0.503229898569855,-0.07120132886722899,0.12661725244234295,0.0478229609477482,0.1812220094267141,0.24497769182426132,0.10676448420430794,0.0710870166348457,0.006044124061305168,-0.2041065406255805,-0.04554985214219986,-0.16481485024959702,0.07545310341954431,0.3226095826863718,-0.1373815109301609,0.2200100506003818,-0.3456736367127755,-0.3361107270913995,0.32803110767985,0.31802179198149166,0.024094908226955907,-0.15906858714152391,-0.045805141902083374,0.1882493019205707,-0.0843321160145262,-0.2182984883864731,0.24404064817854185,0.32284636331865524,0.3149434494574225,0.10953772958411766,-0.2163962979054103,0.31600257435924206,-0.05406556774489249,-0.2962444474815964,0.7680734649521074
GALAXY_SOUNDS_PLANETARY_RINGS,0.07430053712724835,0.43421141924060136,1.0,-0.009114061485012011,0.08759617878976823,-0.318235323073665,-0.20718562364692342,-0.5834741240778738,0.6624678595885642,0.09492772516350594,-0.10173204645428742,-0.04767672486096709,0.1616009199731277,0.324938522547102,-0.37360837143538245,-0.6126934423369398,-0.13386992617402016,0.253789941782215,0.2574330193419947,-0.34530464527307764,0.30289898090950407,0.17688060511128745,-0.11622521476081742,0.3167817331576948,-0.5353919366090655,0.21225234685000954,-0.13499344455444795,-0.05127673069201717,0.28138670142261507,-0.4199204554564556,0.26075272445896935,-0.24991538275433683,-0.29025933790945524,0.49496486504828047,0.7329852288350361,-0.14900987134303184,-0.24133122628184417,0.15929824068779264,0.435552907531343,-0.01562562061641017,-0.6682850310638223,0.4581152846475719,0.08055332703888343,0.16414264157473826,0.638275433059287,-0.49143259552762386,0.5432726785543577,0.5052572005851524,-0.23278800647711198,0.4005426803221413
GALAXY_SOUNDS_SOLAR_FLAMES,-0.11709511682894862,-0.02253352626720402,-0.009114061485012011,1.0,-0.33521984370097624,0.00864724325434733,0.2390830383207273,0.05373003460987605,-0.05295975935206537,0.2304803621881155,-0.07916070343744121,-0.48880634078879476,0.13373922072323643,0.3221614799017425,0.3156499601611894,-0.37346509682079515,0.38309732551102127,0.2486110599904028,-0.04567492319912476,-0.4498363528861334,-0.34131372782084834,-0.2904973352409656,0.09137523586732191,0.16749858233248352,0.026544190299357413,-0.12122995929928125,0.11927528013731395,0.4321874318701223,-0.3655451758467528,0.33349558963628023,-0.17079249538332172,-0.2303819699784688,-0.3818007620103027,-0.06637598257878191,-0.12203303742948256,0.13098179503065885,0.08932991612949973,-0.17051537245107795,0.13310109167087736,-0.07474329902872759,0.09824305278394704,0.1836996277805122,-0.4140893374687282,-0.2692194347447566,0.10390293711033541,0.008659027791029148,-0.10277052527404101,-0.1029720081541788,-0.11815251918405846,0.16557643447412454
GALAXY_SOUNDS_SOLAR_WINDS,0.46534589194941317,-0.015680856778319277,0.08759617878976823,-0.33521984370097624,1.0,0.18513562745167556,-0.7515254980346224,-0.5387599531882331,0.5586606001889063,-0.604872579533726,0.42624622356738356,0.503202442203868,0.4745845356495744,-0.39339421283359566,-0.7674202365289065,0.37127114435415864,-0.8286971105314048,-0.6125901759425441,0.5253639206726419,0.19408502351021412,0.37483605664378594,0.7822481934929202,-0.5828080537023712,0.35058755782083373,-0.6267411256815606,0.4559299942552607,-0.733074981797294,-0.7328525450809081,0.7469166225171855,-0.7709681712645174,0.6297719971926998,0.3941551170785192,0.712543261769218,0.5805702981507223,0.45885346234693275,-0.45709850184953066,-0.5774981170883788,0.09855029297190679,0.4346973046322138,0.29607961910023434,-0.4678856810475714,-0.3202631062289803,0.6335618307138056,-0.2599141414758762,0.24421476689455107,-0.6067922977113233,0.4525012545985305,0.5063794554913551,0.6403474184382115,-0.3041487659242239
MICROCHIP_CIRCLE,0.47893776448870834,-0.615482814388869,-0.318235323073665,0.00864724325434733,0.18513562745167556,1.0,-0.4155007882288892,0.13851846258223344,-0.0937980661769065,-0.5933514510346929,0.8296206184280556,0.04401315033603571,0.49657387691098426,-0.09271590865648069,-0.04833809181526644,0.6002402630949051,-0.12531827393029224,-0.36988739740810894,0.46432937630424104,-0.3163583546209814,-0.44961028434896844,0.1139588816971911,-0.5292861236393931,0.5228684145858039,-0.19760485570143407,0.49088689492804843,-0.2732097595571683,-0.3366277665219405,-0.002061623564405424,-0.18790930070795783,-0.0031462050837565486,0.3265777812230491,0.64675639018078,0.020785858553096108,-0.030706807683134055,-0.38595539638185844,-0.21901758472192207,0.15393173862641066,0.1412978582754351,0.441378207519194,-0.041383521857938005,-0.19885391750187054,-0.273654184223084,-0.6887901200862198,0.21619361256834074,-0.16285486431309035,0.03679964660681315,-0.006206708099405388,0.500429906222097,-0.7318105013621934
MICROCHIP_OVAL,-0.8586018644290404,0.042544282422061805,-0.20718562364692342,0.2390830383207273,-0.7515254980346224,-0.4155007882288892,1.0,0.652400477767076,-0.7316565719941782,0.8704587961153706,-0.6599461202887791,-0.2555878772266107,-0.8468219501354762,0.475778240208806,0.750566079639295,-0.2498043111464048,0.8166443442110974,0.7016296186114346,-0.818396195106805,0.0018952626903956764,-0.3226452140035022,-0.7545923127795359,0.8780761677026366,-0.7169011805718221,0.870432103749737,-0.8284567818569835,0.8823250697613839,0.8618805243307175,-0.7268144889318708,0.8709724095252634,-0.7841495777114258,-0.2644791547639898,-0.7178312103249623,-0.8116943192533351,-0.7025628478280208,0.6837472095508985,0.7508979601180318,-0.04051994342460433,-0.7417315651443858,-0.4474382151457186,0.572571793958088,0.04207363548339876,-0.5199650138722591,0.6155672138643623,-0.6535206788745737,0.8712661769666951,-0.710055406095959,-0.5945709973859186,-0.7868407372622784,0.2526074546646873
MICROCHIP_RECTANGLE,-0.46516073690386844,-0.441925519564972,-0.5834741240778738,0.05373003460987605,-0.5387599531882331,0.13851846258223344,0.652400477767076,1.0,-0.8822983028170502,0.3384877266885639,-0.09397256821050093,-0.0032104631301074875,-0.5627932901836608,-0.013669192275725063,0.7559148528822018,0.3370851927527909,0.5997038330089927,0.14447159562840978,-0.6189499593224786,0.12654421269741242,-0.25404618365925247,-0.6774985280095858,0.5306321121396177,-0.585474380008105,0.8430428409745451,-0.5551371895926029,0.6810737787821891,0.43583336662934935,-0.6866808574685909,0.718581070809589,-0.6317101610553052,0.13205490447874127,-0.19104287940244016,-0.7587253658740247,-0.8149470449702222,0.3553960012221122,0.7172433417794503,-0.12956812438475995,-0.6689684176253515,-0.13160879739865522,0.8159876203984744,-0.14930748999736787,-0.47775608539619097,0.21274668843306502,-0.6331974122430434,0.8151670155749104,-0.7819632403709389,-0.5180297921888058,-0.25426291473982615,-0.3462649224229554
MICROCHIP_SQUARE,0.5903446937271737,0.3873329615444094,0.6624678595885642,-0.05295975935206537,0.5586606001889063,-0.0937980661769065,-0.7316565719941782,-0.8822983028170502,1.0,-0.45049476401982685,0.15971458339113187,0.0817754667123351,0.6566469150181605,-0.18821524286535854,-0.7544694625233165,-0.3232167212946182,-0.6669352492250344,-0.2830624280540324,0.6879812496916943,-0.10033624723309519,0.40425390174233466,0.668118225254434,-0.6160579103923443,0.6342598460792832,-0.9137680533902138,0.635434518180915,-0.7215434138494452,-0.5693943295700232,0.7235104051965513,-0.8045050636580666,0.7609212166578944,-0.019316978045506892,0.20425914794353103,0.8793993760667141,0.9184890103606062,-0.5025740497795332,-0.6858811697065529,0.03656500613079774,0.802732133129262,0.22793308653008756,-0.817330991435823,0.21632050963044963,0.5035056261017498,-0.26321198302594856,0.7593042493187508,-0.9141512704655097,0.8274619003372925,0.6940795654555346,0.35523539357161055,0.28908949234230813
MICROCHIP_TRIANGLE,-0.8418525444606353,0.2504965358480733,0.09492772516350594,0.2304803621881155,-0.604872579533726,-0.5933514510346929,0.8704587961153706,0.3384877266885639,-0.45049476401982685,1.0,-0.7546239606054794,-0.24433993426777587,-0.743432344979528,0.56050214462194,0.4951433201731538,-0.4806968159411328,0.6458797066594416,0.8010630552645782,-0.7331709369722702,-0.13537495986469594,-0.14089926868596883,-0.6019655238857997,0.8336147596497361,-0.6273580559170179,0.6357998260781675,-0.793863703869528,0.7375740804241284,0.8562553210755678,-0.5477426711038763,0.6968672303359671,-0.6498999838111096,-0.37137286873270947,-0.7911452316152932,-0.6278612418664791,-0.45753993200486087,0.5987006268928515,0.5552658216036345,0.03934955793114221,-0.5826981989922267,-0.44532630577553556,0.3059747839713914,0.09384388058351484,-0.4244872156918485,0.6660144933963357,-0.4438972648053506,0.6637247082035695,-0.49189381656335246,-0.43237877552761533,-0.8523548245067994,0.4145445174832666
