product,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
GALAXY_SOUNDS_BLACK_HOLES,1.0,0.0010432474566349067,8.249329976239839e-05,0.0006225281228597344,0.008582951889367104,0.0021504739461241477,0.004819305684818033,-0.005103307458937691,0.015211614953579403,0.010064292042045371,0.012552301103550509,0.026385637874355952,0.014081457068450426,0.0064973960462864815,0.002912282829939742,-7.231336413247113e-05,0.002481352904947695,0.0008183787413159748,-0.0056522920004127095,0.0053149624586277654,-0.00010005114058959591,0.003343099259886283,0.0008014307460311587,-0.001676205191326214,-0.00166787684458186,0.01292660075561768,0.009481590698496547,0.00011492760575191923,0.005459741411007924,0.0022303471455720008,0.010516596215587507,0.003816934146967096,0.0007752568369362446,0.009099651770909154,0.0035880265399452663,0.02008347641767755,0.014199996635184004,0.012780518306383364,0.0083031637430652,0.0047599637831329915,0.008840319685783884,0.0005264384819623241,0.012498374035524866,0.0005414574131160018,0.012179619920197473,0.004682733441053261,0.011730644627509756,0.0005150275971269861,0.0003365629769841647,-0.0013219322130184894
GALAXY_SOUNDS_DARK_MATTER,0.0010432474566349067,1.0,0.006850583120718941,0.00444076691312744,-0.0019813207445355885,0.0037800254367101717,-0.006543241952618155,0.0014969536486598221,-0.0013538270300153838,-0.0006183325348393172,0.002732744386683518,0.011433981262839555,0.012401440209134957,0.009419755051576611,0.006295032226303743,0.010526873187819905,0.006925509457582426,0.0021992006972372255,0.015273760765096818,0.0018088697333052718,0.00868908384969042,0.0017596889564004254,0.006443319607529327,-0.009028305344224488,-4.3309894923063465e-05,0.001618991005552765,0.007636099750132805,0.008694293764554823,0.00801579503211495,0.01077760259300949,0.009770830781317276,-0.0036228778779152093,0.0018127965960305428,0.0024484192060807994,0.01075689528368615,0.018563055277084933,0.013173626094699183,0.011715520961776764,0.011477965132208763,0.010473305654411348,0.004609855107852736,0.0042196066496451015,-0.0011115992089448478,0.000530513354047215,0.005848903905979227,0.010961867369033264,-0.0007304576359774274,0.003478391410781506,0.014354521529073315,0.012673514472446482
GALAXY_SOUNDS_PLANETARY_RINGS,8.249329976239839e-05,0.006850583120718941,1.0,0.011514092264721068,0.0008004830434651932,0.004892615235105271,-0.0004152291200691575,-0.0011693941871756194,0.00588915942770138,-0.006024350768052785,0.013528505329340482,0.008345282938250277,0.006757476076024244,0.008439363283643753,0.002986734002238281,-0.003998049555789355,0.0017377879808549144,0.002098250833382381,0.007769069682554471,0.002691919339535884,0.0036899336104819487,0.004837805966494685,-0.01221968060099203,-0.003037414669883408,0.014795886621633596,0.010816483579272618,0.0059754125265454264,0.009648965888230103,-0.0024057436947886074,0.004423736911361954,0.008790155240527574,0.005258153700779148,0.005417051257388922,0.012460497626841083,-0.007787677952795638,0.01230324327730308,0.0244804520516129,0.0012391530461322215,0.01961647219884792,0.010298404334068131,-0.002670332674300314,0.008546173817648195,0.0026761885598196567,0.002206628901673968,0.011514565274996275,0.0017445911078363759,0.002947757488847206,0.0016686576770668208,0.006698066440172267,0.005097277133344084
GALAXY_SOUNDS_SOLAR_FLAMES,0.0006225281228597344,0.00444076691312744,0.011514092264721068,1.0,0.004943230727313586,-5.001775053772849e-05,-0.0016769372654624611,-0.0013390908199070858,0.0045854901943918796,-0.001117909700514988,0.011220574257934516,0.013282149765054676,-0.005669940004310848,-0.0035715210751672065,0.004420641982356133,0.01050045021031068,0.004135328789819705,0.010652907491814306,0.01689319241185362,-8.85739963115516e-06,0.0033838230070856955,0.006220955890769465,-0.008001064315152507,-0.0010710960997330496,0.0037983606083432705,0.002281315421569397,0.006384491319678225,0.004224618277352427,0.0049601198109868695,0.006737222666156158,0.0008743851419126081,0.006675783477051223,0.006101819291420869,0.0046658328936516665,0.004619298394773605,0.012000612187903778,0.01224263444267837,0.011123031193479056,0.011458938507841833,0.009022816023411444,0.0048978763158611235,0.008483817075916271,0.0017278017565440721,0.0013963595339182963,0.012006620682387135,-0.00029370948545911834,0.006024966275535876,-0.006373388907684266,0.008952389339447095,0.002689414872786903
GALAXY_SOUNDS_SOLAR_WINDS,0.008582951889367104,-0.0019813207445355885,0.0008004830434651932,0.004943230727313586,1.0,0.0035514771304364155,0.003949738844561961,-0.005143455024983247,-0.0053413001448350044,-0.0011288520019651564,0.00044683420672875945,0.00950050243529886,0.006838414245571007,0.00656369310670721,0.015436839434005761,0.0031833074452857894,5.236788889952957e-06,-0.009397879775176579,0.009603895956532982,0.006811700062833783,0.0024352758998818207,-0.0012737997032292302,-0.016991518597429516,0.009194858411377814,-0.002659165088443673,0.01042176936001762,0.006906065715377853,0.013237051634159707,0.003713277354802395,0.004935369156104021,0.0011784549792152152,0.004801021437668802,0.003452363849051311,0.01138684207772734,-0.004558107178895555,0.014783609850054946,0.013644040270816046,0.009916822078757662,0.011245297740731549,0.013125893882436698,0.010046588995979057,-0.006422848889107431,0.017908500993606496,-0.003885097715585294,0.011554701146930538,-0.006759554876259202,-0.0003982455965202247,-0.0026465074463105725,0.0028679746055674115,0.018675544729019698
MICROCHIP_CIRCLE,0.0021504739461241477,0.0037800254367101717,0.004892615235105271,-5.001775053772849e-05,0.0035514771304364155,1.0,0.014359306398034866,0.01051332233894764,0.009938674431220906,0.005462295499760781,-0.0020124149402095705,0.0006658527831315346,0.0032979425107386206,0.00031676796711953677,-0.001873780166852155,-0.0018677085609539895,-0.005188559562821448,0.006137742663738149,0.006325067816224183,-0.0022917797015292547,0.002518702600216032,-0.009681681930553963,0.0043500168439147,0.006523258918468279,-0.009607576621211865,-0.004338521409267456,-0.01146563823196354,0.00466792980970045,-0.0016755563762609886,0.001718193002172224,-0.00476945109373872,-0.007386181549774797,-0.0005383088039893139,-0.011073081508823574,-0.006552014354753385,0.0023923109908989405,-0.005591993239261634,0.00917282501030675,-0.008035981944661935,-0.0007263904717906227,-0.0024994502521151654,-0.007649454209598334,-0.005172652717326341,5.0982678831656115e-06,-0.003263703737760541,0.00806492194635369,0.0016983118722008637,-0.004909464993002676,-0.006011724637378953,-0.003455485421906706
MICROCHIP_OVAL,0.004819305684818033,-0.006543241952618155,-0.0004152291200691575,-0.0016769372654624611,0.003949738844561961,0.014359306398034866,1.0,0.0016088492225188468,0.005324739981872833,0.0018317287750300691,-0.008861570071198317,0.006363852898727321,0.007864680339074831,0.0025956192530785607,-0.010870868654581456,-0.003457361446417733,-0.002427519693039431,0.0035573905305723817,-0.004225533832172763,-0.004669076509773067,0.0007465278793280639,0.003514749831272017,-0.008123758332880161,0.0019573807812324658,-0.001518936033083881,-0.011478977604489866,0.011276946003879157,0.011176284814471388,0.005937933156297381,-0.0025865450073061748,-0.009681531829287736,0.010701049394860255,0.004633677228267328,0.0031288389479246018,0.004176146821655275,0.0012714888946692147,-0.001187756689442993,-0.0006143185575422218,-0.001266871587181892,-0.0018995899330242014,-6.972690437784422e-06,-0.0051726245759936545,-0.0032018487808663375,0.004987967270911267,-0.00041092324142176333,5.161048025771929e-05,-0.0037888396368997174,-0.0037636753966103875,-0.001132594753089434,-0.010325432454520729
MICROCHIP_RECTANGLE,-0.005103307458937691,0.0014969536486598221,-0.0011693941871756194,-0.0013390908199070858,-0.005143455024983247,0.01051332233894764,0.0016088492225188468,1.0,0.0057134398048643365,0.0041244342925913745,0.0004523342173781488,-0.005255311865107455,0.0012111956884577795,-0.01355633844360182,-0.0034063534993202475,-0.0033813041788968803,-0.00029363734073835915,0.002918699047158637,-0.003722245173862798,-0.007683064199359782,-0.007702465476653032,0.0024680950941803757,-0.0023574520724681217,0.005848662620390746,0.0021278260276512096,-0.01578412092983626,-0.009796380414032075,-0.005112635739844267,-0.008396315910718556,0.010434571659212912,-0.007129044412763031,0.0026685394675482607,0.0008605079629758066,0.009041706488028933,-6.263528681378508e-05,0.0020501412709684162,-0.007661021850983441,0.003942373495082878,-0.006437392376195226,-0.004215064272718968,-0.001393683546482883,-0.003450392214909371,-0.0018977931283305877,-0.0049906061241667835,0.002846807614549042,0.0036158740001662948,0.002352991393484736,-0.0017878848182395141,0.0004673616864359478,-0.0017917787000237499
MICROCHIP_SQUARE,0.015211614953579403,-0.0013538270300153838,0.00588915942770138,0.0045854901943918796,-0.0053413001448350044,0.009938674431220906,0.005324739981872833,0.0057134398048643365,1.0,0.004701242121570104,0.0023832607758491474,-0.0036846834703157753,0.011623546993190221,-7.771744616214529e-07,0.00037095096807929527,-0.0017895230292348638,-0.0031595462991755733,-0.0007613423748686739,-0.007426436248453669,0.005474462074304932,0.0016880046613386905,-0.000860003983210276,-0.006252470997253587,-0.0009438442651407341,0.009579773856355408,-0.003526904453820888,-0.0006962511039727317,-0.0008897267084396087,0.0006283210506501254,-0.0029324867662531215,-0.003443183016011898,-0.006198969652355486,-0.010501040883033594,0.010730087969238127,-0.0024781600587278625,0.007573228699824957,0.0010004363498918223,-0.0029002089682161323,0.004865644426607257,-0.007608507917964179,-0.00021029738085804857,-0.0013281738192367323,-0.0016348142870199792,0.010160219825462152,-0.0013465398130616188,0.0013849153000028923,0.002122681698865365,-0.006492817734510078,0.009829258213227495,0.00480385823512428
MICROCHIP_TRIANGLE,0.010064292042045371,-0.0006183325348393172,-0.006024350768052785,-0.001117909700514988,-0.0011288520019651564,0.005462295499760781,0.0018317287750300691,0.0041244342925913745,0.004701242121570104,1.0,-0.009816894221725853,0.0018780358781920177,-0.00024723753105809147,-0.0009395716512555138,-0.0048441474733250086,0.0037316746022240874,-0.00020063107017814896,0.0047259242378028836,0.004949431051469329,0.0003042819847777458,0.005696123072009433,-0.006387700978420836,0.004392273824556197,0.0019388678422343237,-0.006189036391639737,-0.009617642470055261,0.0028195736327357437,-0.002435686135615472,0.0007053813226027056,-0.006112704881554338,-0.008847616681471422,0.0018586975706091913,-0.0021057164557065,0.000626513613962181,0.0011907137130494866,-0.009216274217648377,0.00040151593248874314,-0.0030566970675404365,0.004199965300168608,0.008247155318735653,-0.0032977758616538205,-0.008800054127190045,0.0011974291342539932,-0.007691514375664719,-0.004334318987610512,-0.0020797058283350428,-0.001801191240185956,-0.003953025740825169,0.0013308201865332365,-0.005517819399744267
