timestamp;buyer;seller;symbol;currency;price;quantity
3600;;;ASH_COATED_OSMIUM;XIRECS;10017.0;3
4400;;;INTARIAN_PEPPER_ROOT;XIRECS;13011.0;3
4800;;;INTARIAN_PEPPER_ROOT;XIRECS;13008.0;3
9100;;;ASH_COATED_OSMIUM;XIRECS;10006.0;2
9600;;;ASH_COATED_OSMIUM;XIRECS;9999.0;3
10000;;;ASH_COATED_OSMIUM;XIRECS;9999.0;5
12100;;;ASH_COATED_OSMIUM;XIRECS;9998.0;3
14000;;;ASH_COATED_OSMIUM;XIRECS;10012.0;3
15100;;;ASH_COATED_OSMIUM;XIRECS;10013.0;2
15100;;;ASH_COATED_OSMIUM;XIRECS;10013.0;6
17400;;;INTARIAN_PEPPER_ROOT;XIRECS;13013.0;1
18500;;;ASH_COATED_OSMIUM;XIRECS;10016.0;4
23000;;;INTARIAN_PEPPER_ROOT;XIRECS;13016.0;4
23100;;;INTARIAN_PEPPER_ROOT;XIRECS;13019.0;2
23900;;;ASH_COATED_OSMIUM;XIRECS;9996.0;3
24300;;;ASH_COATED_OSMIUM;XIRECS;9995.0;2
24600;;;ASH_COATED_OSMIUM;XIRECS;9995.0;3
30400;;;INTARIAN_PEPPER_ROOT;XIRECS;13037.0;5
32800;;;ASH_COATED_OSMIUM;XIRECS;9992.0;3
33300;;;INTARIAN_PEPPER_ROOT;XIRECS;13037.0;4
34000;;;ASH_COATED_OSMIUM;XIRECS;10010.0;5
34400;;;INTARIAN_PEPPER_ROOT;XIRECS;13041.0;2
34500;;;ASH_COATED_OSMIUM;XIRECS;9994.0;6
35700;;;INTARIAN_PEPPER_ROOT;XIRECS;13039.0;3
36500;;;ASH_COATED_OSMIUM;XIRECS;10010.0;2
37900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;3
38500;;;INTARIAN_PEPPER_ROOT;XIRECS;13028.0;3
39100;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
39900;;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
41500;;;ASH_COATED_OSMIUM;XIRECS;10009.0;5
42800;;;INTARIAN_PEPPER_ROOT;XIRECS;13050.0;4
44700;;;INTARIAN_PEPPER_ROOT;XIRECS;13040.0;8
