day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;INTARIAN_PEPPER_ROOT;10991;15;;;;;11006;10;11009;15;;;10998.5;0.0
-1;0;ASH_COATED_OSMIUM;;;;;;;10003;29;;;;;10003.0;0.0
-1;100;ASH_COATED_OSMIUM;9984;11;;;;;10000;11;10003;22;;;9992.0;0.0
-1;100;INTARIAN_PEPPER_ROOT;10994;9;10991;21;;;11006;9;11009;21;;;11000.0;0.0
-1;200;ASH_COATED_OSMIUM;9985;15;9982;20;;;10001;15;10003;20;;;9993.0;0.0
-1;200;INTARIAN_PEPPER_ROOT;10994;10;;;;;11009;20;;;;;11001.5;0.0
-1;300;INTARIAN_PEPPER_ROOT;;;;;;;11006;9;11009;21;;;11006.0;0.0
-1;300;ASH_COATED_OSMIUM;9985;11;9982;29;;;10001;11;10003;29;;;9993.0;0.0
-1;400;INTARIAN_PEPPER_ROOT;10992;20;;;;;11006;11;11009;20;;;10999.0;0.0
-1;400;ASH_COATED_OSMIUM;9985;12;;;;;10001;12;10004;25;;;9993.0;0.0
-1;500;ASH_COATED_OSMIUM;9985;12;9983;30;;;10001;12;10004;30;;;9993.0;0.0
-1;500;INTARIAN_PEPPER_ROOT;10994;8;10992;25;;;11006;8;11009;25;;;11000.0;0.0
-1;600;ASH_COATED_OSMIUM;9983;25;;;;;10004;25;;;;;9993.5;0.0
-1;600;INTARIAN_PEPPER_ROOT;10995;9;10992;25;;;11009;25;;;;;11002.0;0.0
-1;700;INTARIAN_PEPPER_ROOT;10995;9;10992;18;;;11007;9;11009;18;;;11001.0;0.0
-1;700;ASH_COATED_OSMIUM;9983;23;;;;;10004;23;;;;;9993.5;0.0
-1;800;INTARIAN_PEPPER_ROOT;10992;15;;;;;11007;9;;;;;10999.5;0.0
-1;800;ASH_COATED_OSMIUM;9985;15;;;;;10001;15;;;;;9993.0;0.0
-1;900;ASH_COATED_OSMIUM;9985;15;9982;22;;;10001;15;10003;22;;;9993.0;0.0
-1;900;INTARIAN_PEPPER_ROOT;10995;10;;;;;11007;10;11010;23;;;11001.0;0.0
-1;1000;ASH_COATED_OSMIUM;9985;13;9983;26;;;10001;13;10004;26;;;9993.0;0.0
-1;1000;INTARIAN_PEPPER_ROOT;10995;12;10992;22;;;11007;12;11010;22;;;11001.0;0.0
-1;1100;INTARIAN_PEPPER_ROOT;10995;8;10992;17;;;;;;;;;10995.0;0.0
-1;1100;ASH_COATED_OSMIUM;9983;24;;;;;10001;12;;;;;9992.0;0.0
-1;1200;INTARIAN_PEPPER_ROOT;10995;10;;;;;11007;10;11010;16;;;11001.0;0.0
-1;1200;ASH_COATED_OSMIUM;9983;21;;;;;10001;11;;;;;9992.0;0.0
-1;1300;ASH_COATED_OSMIUM;9985;10;9983;30;;;10001;10;10004;30;;;9993.0;0.0
-1;1300;INTARIAN_PEPPER_ROOT;10999;6;;;;;11007;12;11010;25;;;11003.0;0.0
