timestamp;buyer;seller;symbol;currency;price;quantity
700;;;ASH_COATED_OSMIUM;XIRECS;9990.0;6
900;;;ASH_COATED_OSMIUM;XIRECS;9998.0;2
1000;;;INTARIAN_PEPPER_ROOT;XIRECS;9995.0;7
2500;;;ASH_COATED_OSMIUM;XIRECS;10011.0;8
4000;;;INTARIAN_PEPPER_ROOT;XIRECS;10007.0;7
6100;;;ASH_COATED_OSMIUM;XIRECS;10013.0;8
10500;;;INTARIAN_PEPPER_ROOT;XIRECS;10013.0;5
12600;;;INTARIAN_PEPPER_ROOT;XIRECS;10018.0;3
12900;;;ASH_COATED_OSMIUM;XIRECS;10001.0;9
13800;;;ASH_COATED_OSMIUM;XIRECS;10017.0;3
15000;;;ASH_COATED_OSMIUM;XIRECS;10016.0;3
15000;;;INTARIAN_PEPPER_ROOT;XIRECS;10021.0;7
15100;;;ASH_COATED_OSMIUM;XIRECS;10016.0;5
15600;;;INTARIAN_PEPPER_ROOT;XIRECS;10021.0;3
15900;;;ASH_COATED_OSMIUM;XIRECS;9995.0;9
17400;;;ASH_COATED_OSMIUM;XIRECS;10014.0;4
18400;;;ASH_COATED_OSMIUM;XIRECS;10018.0;4
20200;;;INTARIAN_PEPPER_ROOT;XIRECS;10026.0;6
21500;;;INTARIAN_PEPPER_ROOT;XIRECS;10027.0;4
22600;;;INTARIAN_PEPPER_ROOT;XIRECS;10019.0;3
22600;;;INTARIAN_PEPPER_ROOT;XIRECS;10019.0;4
24000;;;ASH_COATED_OSMIUM;XIRECS;10013.0;6
28200;;;INTARIAN_PEPPER_ROOT;XIRECS;10034.0;6
28700;;;ASH_COATED_OSMIUM;XIRECS;10011.0;2
28800;;;ASH_COATED_OSMIUM;XIRECS;10011.0;10
29300;;;INTARIAN_PEPPER_ROOT;XIRECS;10021.0;6
29400;;;INTARIAN_PEPPER_ROOT;XIRECS;10035.0;7
30700;;;ASH_COATED_OSMIUM;XIRECS;10012.0;6
32400;;;ASH_COATED_OSMIUM;XIRECS;10005.0;4
32800;;;INTARIAN_PEPPER_ROOT;XIRECS;10038.0;3
33000;;;ASH_COATED_OSMIUM;XIRECS;10013.0;9
35200;;;INTARIAN_PEPPER_ROOT;XIRECS;10032.0;5
36600;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
36700;;;ASH_COATED_OSMIUM;XIRECS;10012.0;10
37900;;;INTARIAN_PEPPER_ROOT;XIRECS;10040.0;4
38600;;;INTARIAN_PEPPER_ROOT;XIRECS;10033.0;6
40500;;;ASH_COATED_OSMIUM;XIRECS;9997.0;2
42000;;;ASH_COATED_OSMIUM;XIRECS;10006.0;4
42500;;;INTARIAN_PEPPER_ROOT;XIRECS;10037.0;3
44200;;;ASH_COATED_OSMIUM;XIRECS;10014.0;2
45600;;;ASH_COATED_OSMIUM;XIRECS;10011.0;4
45900;;;INTARIAN_PEPPER_ROOT;XIRECS;10038.0;6
46400;;;INTARIAN_PEPPER_ROOT;XIRECS;10049.0;4
48000;;;ASH_COATED_OSMIUM;XIRECS;10014.0;10
50000;;;ASH_COATED_OSMIUM;XIRECS;10008.0;3
50800;;;ASH_COATED_OSMIUM;XIRECS;10015.0;5
51400;;;ASH_COATED_OSMIUM;XIRECS;10018.0;8
52900;;;INTARIAN_PEPPER_ROOT;XIRECS;10049.0;6
53000;;;INTARIAN_PEPPER_ROOT;XIRECS;10049.0;6
53800;;;ASH_COATED_OSMIUM;XIRECS;9999.0;10
53800;;;INTARIAN_PEPPER_ROOT;XIRECS;10048.0;4
55300;;;INTARIAN_PEPPER_ROOT;XIRECS;10052.0;7
55900;;;ASH_COATED_OSMIUM;XIRECS;10013.0;6
57200;;;INTARIAN_PEPPER_ROOT;XIRECS;10060.0;8
57600;;;ASH_COATED_OSMIUM;XIRECS;9998.0;6
60900;;;INTARIAN_PEPPER_ROOT;XIRECS;10066.0;6
61700;;;INTARIAN_PEPPER_ROOT;XIRECS;10064.0;5
64800;;;INTARIAN_PEPPER_ROOT;XIRECS;10059.0;7
67300;;;ASH_COATED_OSMIUM;XIRECS;9989.0;8
69400;;;ASH_COATED_OSMIUM;XIRECS;9987.0;5
71700;;;ASH_COATED_OSMIUM;XIRECS;9990.0;8
72400;;;INTARIAN_PEPPER_ROOT;XIRECS;10067.0;5
72900;;;ASH_COATED_OSMIUM;XIRECS;9990.0;9
73400;;;INTARIAN_PEPPER_ROOT;XIRECS;10079.0;3
73900;;;ASH_COATED_OSMIUM;XIRECS;9991.0;7
74500;;;ASH_COATED_OSMIUM;XIRECS;10007.0;9
76000;;;ASH_COATED_OSMIUM;XIRECS;10008.0;7
79600;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
81200;;;ASH_COATED_OSMIUM;XIRECS;9991.0;6
84600;;;ASH_COATED_OSMIUM;XIRECS;9990.0;2
86100;;;ASH_COATED_OSMIUM;XIRECS;10007.0;6
86200;;;ASH_COATED_OSMIUM;XIRECS;9991.0;4
86600;;;INTARIAN_PEPPER_ROOT;XIRECS;10083.0;3
88100;;;INTARIAN_PEPPER_ROOT;XIRECS;10094.0;6
89000;;;INTARIAN_PEPPER_ROOT;XIRECS;10095.0;6
91200;;;INTARIAN_PEPPER_ROOT;XIRECS;10086.0;5
91900;;;INTARIAN_PEPPER_ROOT;XIRECS;10084.0;7
94000;;;ASH_COATED_OSMIUM;XIRECS;10004.0;8
94400;;;ASH_COATED_OSMIUM;XIRECS;10004.0;3
96300;;;ASH_COATED_OSMIUM;XIRECS;10006.0;8
97200;;;ASH_COATED_OSMIUM;XIRECS;9994.0;4
97600;;;ASH_COATED_OSMIUM;XIRECS;9999.0;3
98200;;;ASH_COATED_OSMIUM;XIRECS;9990.0;3
98600;;;INTARIAN_PEPPER_ROOT;XIRECS;10101.0;3
