regime,day,samples,mean_level_corr,mean_move_corr,mean_abs_spread_norm,horizon,target,mean_bps,median_bps,hit_rate,tstat
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,VELVETFRUIT_EXTRACT,-0.8471908282526627,-0.9536524890330078,0.3258426966292135,-1.4403151255397684
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,HYDROGEL_PACK,-0.33755073531320084,0.0,0.4943820224719101,-0.604840247575135
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,VEV_5000,-14.98469641267,-20.53388090349051,0.34831460674157305,-1.2912903388788322
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,VEV_5200,-25.672757459326593,-54.94505494505475,0.29213483146067415,-1.3245902618522891
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,VEV_5300,-28.022488225953936,0.0,0.2696629213483146,-1.1207152280895611
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,VEV_5400,-40.69362090494828,0.0,0.25842696629213485,-1.2325422544143028
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,VEV_5500,-25.70183784745309,0.0,0.16853932584269662,-0.4332724039202526
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,1000,ABS_SPREAD,-0.008196896736222127,-0.005476190476201737,0.47191011235955055,-1.060256298376989
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,VELVETFRUIT_EXTRACT,-6.0543378030454305,-6.680664248902568,0.29213483146067415,-4.503963796563588
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,HYDROGEL_PACK,0.7842629487141041,0.0,0.4943820224719101,0.7522488415774571
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,VEV_5000,-110.05112402781877,-158.73015873015927,0.30337078651685395,-4.306528263957749
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,VEV_5200,-181.8853798302492,-235.8490566037741,0.2808988764044944,-4.159836009009886
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,VEV_5300,-244.83785346425077,-280.373831775701,0.29213483146067415,-4.362097226273707
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,VEV_5400,-303.8344411368343,-476.1904761904767,0.2247191011235955,-4.1633202400383835
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,VEV_5500,-310.8598092074629,0.0,0.1348314606741573,-3.7552316887946513
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,5000,ABS_SPREAD,-0.030743713215623126,-0.05190476190476545,0.3146067415730337,-2.180332407883196
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,VELVETFRUIT_EXTRACT,-11.351905939084341,-14.23284941645342,0.2808988764044944,-5.953584397086833
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,HYDROGEL_PACK,0.031191037825970117,0.9980039920165495,0.5056179775280899,0.02346426296701007
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,VEV_5000,-208.72100740851963,-266.15969581749056,0.2696629213483146,-5.706042236088722
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,VEV_5200,-345.0502846090278,-457.14285714285705,0.2696629213483146,-5.53631215571281
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,VEV_5300,-449.97561284090233,-638.2978723404253,0.25842696629213485,-5.658573975256243
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,VEV_5400,-594.0404705028066,-810.8108108108103,0.25842696629213485,-5.885018821570377
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,VEV_5500,-562.9031768585462,-1052.6315789473683,0.19101123595505617,-4.867498609010675
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,10000,ABS_SPREAD,-0.06360085607276696,-0.08476190476191903,0.25842696629213485,-3.0406717321500203
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,VELVETFRUIT_EXTRACT,-1.9095654271577356,1.907850806066591,0.5061728395061729,-0.4958466614959955
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,HYDROGEL_PACK,7.844253762853753,7.004202521512237,0.6172839506172839,3.3093106705321396
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,VEV_5000,-21.961169647064075,0.0,0.49382716049382713,-0.3052361728367942
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,VEV_5200,-21.83933441174537,54.94505494505475,0.5061728395061729,-0.17919937521847865
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,VEV_5300,-25.45727089165075,0.0,0.49382716049382713,-0.16281146631721988
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,VEV_5400,-167.36164435964824,-256.41025641025664,0.43209876543209874,-0.8532545863430443
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,VEV_5500,109.66490276489134,0.0,0.4444444444444444,0.487642748996934
DECOUPLED,0,89,0.007760975651255627,0.17068401631586183,0.2867067950775826,50000,ABS_SPREAD,-0.09016166960611459,-0.09761904761906237,0.2222222222222222,-5.715959798572579
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,VELVETFRUIT_EXTRACT,0.008499206756628975,0.0,0.4580152671755725,0.024928601132482294
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,HYDROGEL_PACK,0.31453539211851367,0.9968599136311873,0.5114503816793893,0.8570503692289105
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,VEV_5000,1.0767156432362053,0.0,0.4732824427480916,0.1645709116754523
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,VEV_5200,0.7493619734263179,0.0,0.44656488549618323,0.06397884211342265
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,VEV_5300,6.891480557131377,0.0,0.3969465648854962,0.43537922227103854
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,VEV_5400,4.122980351148594,0.0,0.3320610687022901,0.18150537549899745
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,VEV_5500,2.5663986488673953,0.0,0.15267175572519084,0.06950185421530705
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,1000,ABS_SPREAD,-0.007411165316965803,-0.010042177144008235,0.4351145038167939,-1.5068587720387108
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,VELVETFRUIT_EXTRACT,0.989392141801669,1.9074868860280425,0.5444015444015444,1.2346059312584223
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,HYDROGEL_PACK,1.9978031922097728,2.9979014689707206,0.583011583011583,2.6479664078406238
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,VEV_5000,22.10180682740906,40.160642570281624,0.5444015444015444,1.3964706290497981
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,VEV_5200,39.715018380933635,58.13953488372103,0.5212355212355212,1.416752051844436
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,VEV_5300,56.966611366422505,0.0,0.4826254826254826,1.581839448509238
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,VEV_5400,74.57675577782187,0.0,0.4555984555984556,1.4659414918269609
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,VEV_5500,13.09219520188118,0.0,0.277992277992278,0.20983037641615
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,5000,ABS_SPREAD,-0.01829959663729032,-0.03165439746841514,0.41312741312741313,-1.7731010398365354
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,VELVETFRUIT_EXTRACT,1.426292827230925,1.9022276861058174,0.5118110236220472,1.2308127244290927
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,HYDROGEL_PACK,4.303426825958722,2.998651513502759,0.5748031496062992,4.10978374287898
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,VEV_5000,32.13660387261448,39.29409584980226,0.5118110236220472,1.3927034244352179
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,VEV_5200,62.1659282858039,76.88847656799003,0.5039370078740157,1.5206942716327494
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,VEV_5300,83.1877075937295,0.0,0.4921259842519685,1.6006668444823269
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,VEV_5400,119.17616477231648,0.0,0.46062992125984253,1.6240895466832175
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,VEV_5500,64.66328770758213,0.0,0.35826771653543305,0.7213295539529567
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,10000,ABS_SPREAD,-0.014677522733814131,-0.058215908148831375,0.42913385826771655,-0.9989625103956083
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,VELVETFRUIT_EXTRACT,-6.87583904639301,-10.461245839277211,0.3378995433789954,-3.0649711091918226
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,HYDROGEL_PACK,9.494158632248952,7.029524000803367,0.634703196347032,5.255841927727227
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,VEV_5000,-124.94725379948622,-225.56390977443664,0.3470319634703196,-2.7238312468658044
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,VEV_5200,-220.67481872933695,-390.24390243902474,0.3378995433789954,-2.7185960635677753
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,VEV_5300,-267.74597531691876,-512.8205128205133,0.3105022831050228,-2.5697474355544556
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,VEV_5400,-327.90777395876853,-740.7407407407406,0.3013698630136986,-2.196001613947161
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,VEV_5500,-408.16117469071366,-909.0909090909093,0.2054794520547945,-2.470019230224298
DECOUPLED,1,262,0.006294137910155865,0.031975094800226894,0.47207500940929337,50000,ABS_SPREAD,0.08496152825154663,0.0526137326820475,0.5662100456621004,4.072306332390549
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,VELVETFRUIT_EXTRACT,0.2362240959477959,0.0,0.4765957446808511,0.6009844371979116
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,HYDROGEL_PACK,0.4158910854582036,0.9981036031536661,0.5191489361702127,1.0599011172313189
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,VEV_5000,5.436966326481799,0.0,0.4595744680851064,0.7119742637701851
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,VEV_5200,10.225906466547995,0.0,0.4340425531914894,0.7106066778457236
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,VEV_5300,11.888703282182252,0.0,0.37872340425531914,0.6205663289943777
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,VEV_5400,20.843603103367105,0.0,0.28936170212765955,0.6950152202517615
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,VEV_5500,32.89095135152707,0.0,0.14468085106382977,0.6264533081490711
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,1000,ABS_SPREAD,-0.0051324794682350424,-0.010485855212792217,0.4425531914893617,-0.9255931414762415
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,VELVETFRUIT_EXTRACT,0.4956360032201703,0.0,0.47435897435897434,0.6126649759729069
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,HYDROGEL_PACK,1.1332483820520194,-0.24906600249063882,0.4829059829059829,1.3882786043496766
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,VEV_5000,10.59494495068062,0.0,0.46153846153846156,0.6741473768738124
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,VEV_5200,23.95317086334966,0.0,0.44871794871794873,0.7934012084628734
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,VEV_5300,34.02680834868726,0.0,0.405982905982906,0.8568842400102485
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,VEV_5400,46.19596119356023,0.0,0.37606837606837606,0.8134119822103052
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,VEV_5500,108.82534034871898,0.0,0.2222222222222222,1.2952262179097815
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,5000,ABS_SPREAD,-0.01599628942110361,-0.027221361675408673,0.4230769230769231,-1.5577030373673726
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,VELVETFRUIT_EXTRACT,1.542288649592792,1.9029495718370093,0.5327510917030568,1.4946515718644453
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,HYDROGEL_PACK,2.713777973763761,1.0070493454183982,0.5152838427947598,2.4546123513290956
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,VEV_5000,34.22134517107949,39.0625,0.537117903930131,1.677260787327649
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,VEV_5200,70.92114958452198,61.34969325153339,0.519650655021834,1.8030909430874427
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,VEV_5300,96.45049814367772,0.0,0.49344978165938863,1.8729483790411376
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,VEV_5400,131.05957280801732,0.0,0.43231441048034935,1.7639319704265237
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,VEV_5500,316.6175734246632,0.0,0.2838427947598253,3.046360353228461
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,10000,ABS_SPREAD,-0.031981760890332424,-0.052429276064003716,0.3799126637554585,-2.5384599022346572
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,VELVETFRUIT_EXTRACT,10.63587474124503,13.372814977552494,0.6322869955156951,4.430363485856451
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,HYDROGEL_PACK,2.7852792364343246,3.004506760140302,0.57847533632287,1.3762618901703805
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,VEV_5000,235.88949706343644,282.2580645161299,0.6188340807174888,4.938634726741036
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,VEV_5200,474.7926584178447,493.82716049382714,0.6188340807174888,5.094359572850807
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,VEV_5300,635.5770086083019,526.3157894736836,0.5874439461883408,5.104744097271114
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,VEV_5400,975.9412473947078,869.5652173913038,0.5560538116591929,5.5887030788648175
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,VEV_5500,1041.4327312243431,0.0,0.4798206278026906,5.185348311418725
DECOUPLED,2,235,0.013906473321172967,0.07294153895472406,0.4262766954088544,50000,ABS_SPREAD,-0.0890005519139594,-0.13139983607022998,0.3721973094170404,-3.4184522794620533
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,VELVETFRUIT_EXTRACT,0.03836712157558564,0.0,0.477326968973747,0.1436878690009837
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,HYDROGEL_PACK,-0.21229718354867597,0.0,0.44630071599045346,-0.7696763698238389
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,VEV_5000,1.0167952068856612,0.0,0.4630071599045346,0.19628508709910805
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,VEV_5200,1.666246996239259,0.0,0.43675417661097854,0.18508141253167326
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,VEV_5300,0.6120075364118428,0.0,0.38902147971360385,0.050844908342665765
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,VEV_5400,-3.8557352037219474,0.0,0.3269689737470167,-0.2428284743350602
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,VEV_5500,0.9543075777734107,0.0,0.162291169451074,0.040419805346225204
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,1000,ABS_SPREAD,-0.015178997613365221,-0.017142857142857792,0.42482100238663484,-4.3783787605500395
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,VELVETFRUIT_EXTRACT,0.03581422075419143,0.0,0.47002398081534774,0.05534907310536583
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,HYDROGEL_PACK,-0.5592953024493578,-2.005816868919652,0.4292565947242206,-0.886501934001305
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,VEV_5000,3.623867909087377,0.0,0.4628297362110312,0.2892362818347098
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,VEV_5200,7.72283175215954,0.0,0.4556354916067146,0.3556668328253786
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,VEV_5300,8.990396602725347,0.0,0.4244604316546763,0.3213095548690961
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,VEV_5400,11.85491983914655,0.0,0.3932853717026379,0.3112350063465009
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,VEV_5500,44.27513188120792,0.0,0.2853717026378897,0.9866501446318597
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,5000,ABS_SPREAD,-0.03817688706177873,-0.04238095238095241,0.3764988009592326,-4.933107521654555
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,VELVETFRUIT_EXTRACT,0.5441883995895337,0.0,0.4771084337349398,0.6126247771520402
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,HYDROGEL_PACK,-0.32153330362729104,-3.0033036339971453,0.41445783132530123,-0.36159887036795624
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,VEV_5000,15.53666088349828,-18.416206261510084,0.4746987951807229,0.9018370439440104
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,VEV_5200,33.67112520337667,0.0,0.4578313253012048,1.1234584648300192
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,VEV_5300,44.14613621717656,0.0,0.44819277108433736,1.1501658356944362
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,VEV_5400,56.45114021057835,0.0,0.42409638554216866,1.0751796527721011
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,VEV_5500,79.2498648395921,0.0,0.3373493975903614,1.3765416061511073
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,10000,ABS_SPREAD,-0.04582501434308621,-0.048095238095243076,0.4072289156626506,-4.816035012508497
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,50000,VELVETFRUIT_EXTRACT,-1.679780595521332,2.8596041362050073,0.5180412371134021,-1.0353703597989823
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,50000,HYDROGEL_PACK,4.026871546744657,5.006760643461172,0.5412371134020618,3.0837337917631262
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,50000,VEV_5000,-16.823917499202004,40.90133493927617,0.5128865979381443,-0.5492101293730166
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,50000,VEV_5200,-19.299354560753468,99.2068364315013,0.5051546391752577,-0.37229006476509
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,50000,VEV_5300,-24.83076296692193,0.0,0.4896907216494845,-0.37125699230773807
MIXED,0,420,0.126073409855018,0.0908914751065369,0.2774671201814059,50000,VEV_5400,-95.45089191210114,-121.95121951219522,0.45618556701030927,-1.0575363710273378
