day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;0;ASH_COATED_OSMIUM;9995.0;13;9992.0;18;;;10011.0;10;10013.0;17;;;10003.0;0.0
0;0;INTARIAN_PEPPER_ROOT;11991.0;23;;;;;12006.0;6;12009.0;20;;;11998.5;0.0
0;100;ASH_COATED_OSMIUM;9995.0;12;9992.0;18;;;10011.0;14;10013.0;20;;;10003.0;0.0
0;100;INTARIAN_PEPPER_ROOT;11991.0;16;;;;;12007.0;8;12010.0;17;;;11999.0;0.0
0;200;ASH_COATED_OSMIUM;9994.0;12;;;;;;;;;;;9994.0;0.0
0;200;INTARIAN_PEPPER_ROOT;11994.0;8;11991.0;18;;;12010.0;20;;;;;12002.0;0.0
0;300;ASH_COATED_OSMIUM;9994.0;9;9992.0;21;;;10013.0;23;;;;;10003.5;0.0
0;300;INTARIAN_PEPPER_ROOT;11994.0;7;;;;;12007.0;8;12010.0;18;;;12000.5;0.0
0;400;ASH_COATED_OSMIUM;10003.0;7;9994.0;5;9991.0;20;10010.0;7;10012.0;23;;;10006.5;0.0
0;400;INTARIAN_PEPPER_ROOT;11994.0;4;11991.0;11;;;12007.0;9;12010.0;13;;;12000.5;0.0
0;500;ASH_COATED_OSMIUM;9994.0;9;9991.0;16;;;10010.0;9;;;;;10002.0;0.0
0;500;INTARIAN_PEPPER_ROOT;;;;;;;12007.0;6;12010.0;15;;;12007.0;0.0
0;600;ASH_COATED_OSMIUM;9994.0;9;9991.0;18;;;10010.0;10;;;;;10002.0;0.0
0;600;INTARIAN_PEPPER_ROOT;11994.0;9;11991.0;21;;;12010.0;20;;;;;12002.0;0.0
0;700;ASH_COATED_OSMIUM;9994.0;9;9991.0;17;;;10012.0;19;;;;;10003.0;0.0
0;700;INTARIAN_PEPPER_ROOT;11994.0;8;11991.0;18;;;12007.0;6;12010.0;21;;;12000.5;0.0
0;800;ASH_COATED_OSMIUM;;;;;;;;;;;;;0.0;0.0
0;800;INTARIAN_PEPPER_ROOT;11994.0;6;11991.0;18;;;12007.0;7;;;;;12000.5;0.0
0;900;ASH_COATED_OSMIUM;9992.0;11;9990.0;17;;;10008.0;10;10011.0;17;;;10000.0;0.0
0;900;INTARIAN_PEPPER_ROOT;11991.0;22;;;;;12007.0;6;12010.0;21;;;11999.0;0.0
0;1000;ASH_COATED_OSMIUM;9990.0;23;;;;;10009.0;10;10011.0;23;;;9999.5;0.0
0;1000;INTARIAN_PEPPER_ROOT;11994.0;8;;;;;12007.0;8;12010.0;19;;;12000.5;0.0
0;1100;ASH_COATED_OSMIUM;9990.0;24;;;;;10009.0;9;;;;;9999.5;0.0
0;1100;INTARIAN_PEPPER_ROOT;11995.0;8;;;;;12008.0;9;12011.0;18;;;12001.5;0.0
0;1200;ASH_COATED_OSMIUM;9993.0;11;9991.0;23;;;10009.0;9;10012.0;24;;;10001.0;0.0
0;1200;INTARIAN_PEPPER_ROOT;11995.0;7;11992.0;17;;;12008.0;8;;;;;12001.5;0.0
0;1300;ASH_COATED_OSMIUM;9993.0;9;;;;;10009.0;10;10012.0;20;;;10001.0;0.0
0;1300;INTARIAN_PEPPER_ROOT;11995.0;8;11992.0;11;;;12008.0;9;12011.0;16;;;12001.5;0.0
0;1400;ASH_COATED_OSMIUM;9993.0;7;9990.0;17;;;10009.0;7;10011.0;22;;;10001.0;0.0
0;1400;INTARIAN_PEPPER_ROOT;11995.0;7;11992.0;12;;;12008.0;7;12011.0;14;;;12001.5;0.0
0;1500;ASH_COATED_OSMIUM;9992.0;12;9990.0;26;;;10008.0;9;10011.0;24;;;10000.0;0.0
0;1500;INTARIAN_PEPPER_ROOT;11995.0;6;11992.0;14;;;12008.0;10;12011.0;12;;;12001.5;0.0
0;1600;ASH_COATED_OSMIUM;9992.0;11;9990.0;18;;;10008.0;12;10011.0;21;;;10000.0;0.0
0;1600;INTARIAN_PEPPER_ROOT;11995.0;6;11992.0;19;;;12008.0;6;12011.0;15;;;12001.5;0.0
0;1700;ASH_COATED_OSMIUM;9992.0;13;9990.0;19;;;10008.0;12;;;;;10000.0;0.0
0;1700;INTARIAN_PEPPER_ROOT;11995.0;7;11992.0;12;;;12011.0;13;;;;;12003.0;0.0
0;1800;ASH_COATED_OSMIUM;9992.0;10;;;;;10001.0;4;10010.0;22;;;9996.5;0.0
0;1800;INTARIAN_PEPPER_ROOT;11995.0;7;11992.0;15;;;12011.0;13;;;;;12003.0;0.0
0;1900;ASH_COATED_OSMIUM;9992.0;12;9990.0;22;;;10008.0;12;10011.0;22;;;10000.0;0.0
0;1900;INTARIAN_PEPPER_ROOT;11995.0;10;;;;;12008.0;10;12011.0;22;;;12001.5;0.0
0;2000;ASH_COATED_OSMIUM;9991.0;17;;;;;10009.0;10;10012.0;21;;;10000.0;0.0
0;2000;INTARIAN_PEPPER_ROOT;11995.0;7;11992.0;18;;;12009.0;10;12012.0;16;;;12002.0;0.0
0;2100;ASH_COATED_OSMIUM;9993.0;9;9991.0;18;;;10009.0;8;10012.0;23;;;10001.0;0.0
0;2100;INTARIAN_PEPPER_ROOT;11996.0;8;;;;;12009.0;7;12012.0;12;;;12002.5;0.0
0;2200;ASH_COATED_OSMIUM;9991.0;22;;;;;10009.0;9;10012.0;25;;;10000.0;0.0
0;2200;INTARIAN_PEPPER_ROOT;11993.0;18;;;;;12012.0;17;;;;;12002.5;0.0
0;2300;ASH_COATED_OSMIUM;9993.0;12;9991.0;15;;;10009.0;12;;;;;10001.0;0.0
0;2300;INTARIAN_PEPPER_ROOT;11996.0;7;11993.0;19;;;12012.0;20;;;;;12004.0;0.0
0;2400;ASH_COATED_OSMIUM;9993.0;9;9991.0;24;;;10009.0;7;10012.0;23;;;10001.0;0.0
0;2400;INTARIAN_PEPPER_ROOT;11996.0;6;;;;;12009.0;6;12012.0;18;;;12002.5;0.0
0;2500;ASH_COATED_OSMIUM;9993.0;14;;;;;10009.0;8;;;;;10001.0;0.0
0;2500;INTARIAN_PEPPER_ROOT;11996.0;6;11993.0;13;;;12009.0;7;12012.0;13;;;12002.5;0.0
0;2600;ASH_COATED_OSMIUM;9993.0;9;9991.0;15;;;10009.0;10;10012.0;14;;;10001.0;0.0
0;2600;INTARIAN_PEPPER_ROOT;11996.0;7;11993.0;21;;;12009.0;6;12012.0;22;;;12002.5;0.0
0;2700;ASH_COATED_OSMIUM;9993.0;13;9991.0;20;;;10012.0;22;;;;;10002.5;0.0
0;2700;INTARIAN_PEPPER_ROOT;11996.0;10;11993.0;15;;;11999.0;7;12009.0;7;;;11997.5;0.0
0;2800;ASH_COATED_OSMIUM;9991.0;17;;;;;10009.0;9;10012.0;20;;;10000.0;0.0
0;2800;INTARIAN_PEPPER_ROOT;11996.0;9;11993.0;20;;;12009.0;11;12012.0;20;;;12002.5;0.0
0;2900;ASH_COATED_OSMIUM;;;;;;;10009.0;10;10012.0;16;;;10009.0;0.0
0;2900;INTARIAN_PEPPER_ROOT;12006.0;6;11996.0;11;;;12009.0;8;;;;;12007.5;0.0
0;3000;ASH_COATED_OSMIUM;9993.0;8;;;;;10009.0;11;;;;;10001.0;0.0
0;3000;INTARIAN_PEPPER_ROOT;11996.0;7;11993.0;18;;;12010.0;7;12013.0;15;;;12003.0;0.0
0;3100;ASH_COATED_OSMIUM;9994.0;8;9991.0;21;;;10010.0;8;10012.0;23;;;10002.0;0.0
0;3100;INTARIAN_PEPPER_ROOT;11997.0;9;11994.0;17;;;12010.0;7;;;;;12003.5;0.0
0;3200;ASH_COATED_OSMIUM;9993.0;9;;;;;10009.0;8;10012.0;22;;;10001.0;0.0
0;3200;INTARIAN_PEPPER_ROOT;11997.0;6;11994.0;18;;;12010.0;8;;;;;12003.5;0.0
0;3300;ASH_COATED_OSMIUM;9993.0;10;9991.0;19;;;10012.0;20;;;;;10002.5;0.0
0;3300;INTARIAN_PEPPER_ROOT;11997.0;9;11994.0;13;;;12013.0;11;;;;;12005.0;0.0
