product,ar1,hurst,rev_ratio,avg_spread,ret_std,max_intraday_swing,consistent_direction,recommended,mean_day_move
GALAXY_SOUNDS_BLACK_HOLES,-0.016708893737564172,0.9925942947966943,394.4981503888765,14.512766666666666,11.47914127236346,2000.0,True,naive_mm,1151.8333333333333
GALAXY_SOUNDS_DARK_MATTER,-0.012037205396321261,0.9983863166453724,160.56118032085766,13.050833333333333,10.245315814898172,1335.0,False,carry_aware_mm,89.33333333333333
GALAXY_SOUNDS_PLANETARY_RINGS,-0.003999582261244779,0.9948182284461663,269.2422765356835,13.690033333333334,10.878677887021247,1814.0,False,carry_aware_mm,-120.0
GALAXY_SOUNDS_SOLAR_FLAMES,-0.012132088976182806,0.9979274584918538,213.85278867259905,14.071533333333333,11.09408025364688,1970.5,False,carry_aware_mm,277.3333333333333
GALAXY_SOUNDS_SOLAR_WINDS,-0.007834309152567219,0.9967558085738694,217.62186288997808,13.301266666666667,10.538922742148902,1734.0,False,carry_aware_mm,83.5
MICROCHIP_CIRCLE,-0.004962955464763508,0.983150140462239,262.93766472362006,8.262166666666667,9.234127801934074,2196.5,False,carry_aware_mm,127.33333333333333
MICROCHIP_OVAL,-0.007203820274382471,0.9948240556511472,405.3667506218649,7.449766666666667,12.477589719039917,2041.5,True,trend_follow,-1488.5
MICROCHIP_RECTANGLE,-0.0026918108233485324,0.9887862315045051,237.24533753546277,7.885766666666667,13.129868145604247,2084.0,False,carry_aware_mm,-403.5
MICROCHIP_SQUARE,-0.023835225823322658,0.9957210402727616,325.59557123526133,11.7188,20.706669855556854,4024.5,False,carry_aware_mm,1205.3333333333333
MICROCHIP_TRIANGLE,-0.006854942129565222,1.0034862096176647,215.32618344934713,8.635433333333333,14.50357754905663,1755.0,False,naive_mm,-693.3333333333334
OXYGEN_SHAKE_CHOCOLATE,-0.08906827565245942,0.9900202169741413,224.05555453002907,12.185466666666667,10.89015626110255,1876.0,False,carry_aware_mm,240.66666666666666
OXYGEN_SHAKE_EVENING_BREATH,-0.12268923508719,0.996672234296049,184.15217960927524,11.860466666666667,10.982764386993615,1722.5,False,carry_aware_mm,-193.33333333333334
OXYGEN_SHAKE_GARLIC,-0.00349369640916136,0.9896585874878568,375.393223160336,15.0546,12.014068773089472,2198.5,True,naive_mm,1299.3333333333333
OXYGEN_SHAKE_MINT,-0.0031222403643730665,0.9992715628901024,242.28269714452918,12.593566666666666,9.883082977946238,1292.0,False,carry_aware_mm,52.166666666666664
OXYGEN_SHAKE_MORNING_BREATH,-0.0052187909587800415,0.9914267616010204,271.872502903194,12.7829,10.100322653732187,2371.5,False,carry_aware_mm,-149.66666666666666
PANEL_1X2,-0.0023667182820253088,0.9975839770033699,280.100047017557,11.509766666666666,9.053907798312652,1588.5,False,carry_aware_mm,-99.0
PANEL_1X4,-0.0016562762378528066,0.9962074743113607,350.80433183036234,8.376633333333332,9.483919376482586,2745.0,False,carry_aware_mm,-269.8333333333333
PANEL_2X2,-0.011189695330297685,0.9939612559725557,263.5810816229364,8.515466666666667,9.596667501420129,975.5,False,carry_aware_mm,-192.0
PANEL_2X4,5.510926037146746e-05,0.988989246456835,237.4431743650539,9.8405,11.28901686547915,1806.5,True,naive_mm,790.1666666666666
PANEL_4X4,-0.005666311039774747,1.0007580717616213,222.66584573006045,8.750466666666666,9.956623534835632,1127.0,False,carry_aware_mm,-291.6666666666667
PEBBLES_L,0.006970941992704081,0.9920551565460219,206.3789972252409,13.0205,15.025753791291008,2086.0,False,carry_aware_mm,-297.0
PEBBLES_M,-0.00476404140458623,0.9907394876077221,205.94194234987776,13.1209,15.132905732749343,2390.5,False,carry_aware_mm,229.83333333333334
PEBBLES_S,0.007714502361474265,0.9939460007782889,259.81670334913855,11.551533333333333,15.020204435262453,2219.0,True,carry_aware_mm,-651.3333333333334
PEBBLES_XL,0.007842307725263023,0.9886418837025315,265.6186885941725,16.630766666666666,30.314132046266923,5186.0,False,naive_mm,2045.3333333333333
PEBBLES_XS,-0.015543571702479964,0.9951541432919697,361.64780461797363,9.744866666666667,15.051937079364373,2214.0,True,naive_mm,-1326.1666666666667
ROBOT_DISHES,-0.23174954304851525,1.0030220903244547,143.14619461565027,7.350266666666666,17.77902658770192,1277.0,False,ar1_mean_rev,405.5
ROBOT_IRONING,-0.1252869712654216,0.9894343891136796,253.1273632984144,6.392933333333334,10.443359285829368,2020.0,False,naive_mm,-720.0
ROBOT_LAUNDRY,0.005681144966666592,0.9934688098838866,234.7684742380407,7.165066666666666,9.82244318571436,920.5,False,carry_aware_mm,-239.5
ROBOT_MOPPING,-0.01101878824847577,0.9992553510034499,250.9118602821987,7.970666666666666,11.145347999312577,2575.0,False,carry_aware_mm,530.1666666666666
ROBOT_VACUUMING,-0.00795218748635737,0.9997074163518468,223.1009853523005,6.7533,9.235727922699438,1597.0,False,naive_mm,-570.5
SLEEP_POD_COTTON,-0.003241738162453846,0.9985567559761817,316.1172622302522,10.0502,11.676046964216603,1738.5,False,carry_aware_mm,471.5
SLEEP_POD_LAMB_WOOL,0.0035893653340987952,0.9952504900136532,207.47728891069076,9.4001,10.712015814688431,2036.0,True,carry_aware_mm,272.0
SLEEP_POD_NYLON,6.776666458585705e-06,0.9941486093061571,257.46304102321903,8.564666666666668,9.620798348981726,1309.0,False,carry_aware_mm,242.0
SLEEP_POD_POLYESTER,-0.0017165407406485875,0.9923964982916612,315.413937753307,10.2957,11.89072374770375,1869.5,False,naive_mm,655.6666666666666
SLEEP_POD_SUEDE,-0.006330282069393836,1.0011146291483382,274.9210106173371,9.949466666666666,11.421462451884297,1413.5,False,naive_mm,603.0
SNACKPACK_CHOCOLATE,-0.031079897094316442,0.9983829559809716,159.30651967017974,16.471166666666665,6.575374329743012,575.5,True,carry_aware_mm,-113.66666666666667
SNACKPACK_PISTACHIO,-0.025157245327611377,0.993148284344318,208.8671753535549,15.925633333333334,5.237778497976802,583.0,True,naive_mm,-298.1666666666667
SNACKPACK_RASPBERRY,-0.01688242058611974,0.9926587913353094,119.19745900443777,16.842466666666667,8.09161544260848,647.0,False,carry_aware_mm,103.16666666666667
SNACKPACK_STRAWBERRY,-0.014137285927497092,0.9933890625833621,225.93713307189634,17.826466666666665,8.132793290845564,812.0,True,naive_mm,297.0
SNACKPACK_VANILLA,-0.02695091490900248,1.0016748476900303,136.26941919056856,16.868666666666666,6.512833218719885,541.5,False,carry_aware_mm,109.33333333333333
TRANSLATOR_ASTRO_BLACK,-0.006243288851400432,0.9937680532261342,223.04327693893958,8.3664,9.448838938001032,1750.5,False,carry_aware_mm,-352.6666666666667
TRANSLATOR_ECLIPSE_CHARCOAL,-0.007414656072252839,0.9919695618350783,175.2573984656185,8.700433333333333,9.856930521189359,1069.0,False,carry_aware_mm,-88.16666666666667
TRANSLATOR_GRAPHITE_MIST,-0.003675348926992392,0.9964105626336519,234.0685498449233,8.9121,10.129511211868708,1910.0,False,carry_aware_mm,-70.0
TRANSLATOR_SPACE_GRAY,0.007716360470061642,0.99486054077682,229.37387170591393,8.402166666666666,9.423479596539723,2000.5,False,carry_aware_mm,-519.6666666666666
TRANSLATOR_VOID_BLUE,-0.008393188041490324,0.9908275410147196,222.77710183994301,9.524666666666667,10.833698706315019,1346.5,False,naive_mm,509.1666666666667
UV_VISOR_AMBER,-0.004188608002604521,0.9983448280206245,443.115668306489,10.3205,8.00468196838089,1560.5,True,naive_mm,-954.5
UV_VISOR_MAGENTA,-0.003019484649587068,0.9883451857581138,236.85299720675113,14.0916,11.203151453826594,1340.5,False,naive_mm,501.5
UV_VISOR_ORANGE,0.001620356963751643,0.9932347344046694,218.3474029293908,13.2841,10.460394625067284,1318.0,False,carry_aware_mm,-226.5
UV_VISOR_RED,-0.003056113170851161,0.9985211124650153,231.59482307407097,14.039433333333333,11.030039299207454,1446.5,True,naive_mm,574.0
UV_VISOR_YELLOW,0.0027309121117500357,0.9942843971834903,232.64562518954594,13.909966666666667,11.006009667767685,2279.0,False,carry_aware_mm,16.0
